"","host_species","betacov","pred_med"
"737","Paranyctimene raptor",0,0.0838773236365928
"738","Paranyctimene tenax",0,0.418262804497561
"739","Penthetor lucasi",0,0.516956089365431
"740","Peropteryx kappleri",0,0.360311717384627
"741","Peropteryx leucoptera",0,0.0436837022076621
"742","Peropteryx macrotis",0,0.43685834986113
"743","Peropteryx trinitatis",0,0.0161243257879154
"744","Pharotis imogene",0,0.0149779773467088
"745","Philetor brachypterus",0,0.345153016500142
"746","Phoniscus aerosa",0,0.427409999150303
"747","Phoniscus atrox",0,0.0492107303840193
"748","Phoniscus jagorii",0,0.0858949749162637
"749","Phoniscus papuensis",0,0.0624005542513582
"750","Phylloderma stenops",0,0.616885248258654
"751","Phyllonycteris aphylla",0,0.0249290989919969
"752","Phyllonycteris major",0,0.411971432660345
"753","Phyllonycteris poeyi",0,0.0484923476558882
"754","Phyllops falcatus",0,0.0501200961485798
"755","Phyllostomus discolor",0,0.591268386483005
"756","Phyllostomus elongatus",0,0.330575630401614
"757","Phyllostomus hastatus",0,0.619458221739359
"758","Phyllostomus latifolius",0,0.0558021535311719
"759","Pipistrellus abramus",1,0.809115073331268
"760","Pipistrellus adamsi",0,0.0477913973055452
"761","Pipistrellus aero",0,0.0266656060332521
"762","Pipistrellus angulatus",0,0.0209909273559849
"763","Pipistrellus ceylonicus",0,0.885741646216146
"764","Pipistrellus collinus",0,0.0200050846258976
"765","Pipistrellus coromandra",0,0.78466542141953
"766","Pipistrellus deserti",0,0.228541463196016
"767","Pipistrellus endoi",0,0.443930631532203
"768","Pipistrellus hesperidus",1,0.728544226758246
"769","Pipistrellus hesperus",0,0.139883228108724
"770","Pipistrellus inexspectatus",0,0.0950889439658938
"771","Pipistrellus javanicus",0,0.823201037659294
"772","Pipistrellus kuhlii",1,0.800395443162427
"773","Pipistrellus maderensis",0,0.103713071732561
"774","Pipistrellus minahassae",0,0.0445998139974584
"775","Pipistrellus nanulus",0,0.0872411933132615
"776","Pipistrellus nathusii",1,0.882397035028184
"777","Pipistrellus papuanus",0,0.0242920400670249
"778","Pipistrellus paterculus",0,0.512406473154182
"779","Pipistrellus permixtus",0,0.0183035907074875
"780","Pipistrellus pipistrellus",1,0.905306019256894
"781","Pipistrellus pygmaeus",1,0.831613284399715
"782","Pipistrellus rueppellii",0,0.878155449137919
"783","Pipistrellus rusticus",0,0.276229766584401
"784","Pipistrellus stenopterus",0,0.123914477785301
"785","Pipistrellus sturdeei",0,0.415208494068308
"786","Pipistrellus subflavus",0,0.306659800914785
"787","Pipistrellus tenuis",0,0.87253281427826
"788","Pipistrellus wattsi",0,0.010272228589404
"789","Pipistrellus westralis",0,0.0684585951844556
"790","Platalina genovensium",0,0.034663610790064
"791","Platymops setiger",0,0.107729910984761
"792","Platyrrhinus aurarius",0,0.0512146360713389
"793","Platyrrhinus brachycephalus",0,0.0647663529158029
"794","Platyrrhinus chocoensis",0,0.0137795547554733
"795","Platyrrhinus dorsalis",0,0.150283140343316
"796","Platyrrhinus helleri",0,0.142129964649889
"797","Platyrrhinus infuscus",0,0.0883529799230894
"798","Platyrrhinus lineatus",0,0.378241622443379
"799","Platyrrhinus recifinus",0,0.119629392330847
"800","Platyrrhinus umbratus",0,0.0854633717623098
"801","Platyrrhinus vittatus",0,0.152700498313372
"802","Plecotus alpinus",0,0.410390824998896
"803","Plecotus auritus",0,0.955331868934458
"804","Plecotus austriacus",0,0.93223234540284
"805","Plecotus balensis",0,0.0365407045579678
"806","Plecotus kolombatovici",0,0.410560694841723
"807","Plecotus sardus",0,0.412629039743102
"808","Plecotus taivanus",0,0.334525224006888
"809","Plecotus teneriffae",0,0.0961486761965996
"810","Plerotes anchietae",0,0.0780215508890388
"811","Promops centralis",0,0.366920673252524
"812","Promops nasutus",0,0.156301226035053
"813","Ptenochirus jagori",1,0.422376931570482
"814","Ptenochirus minor",0,0.26133440934687
"815","Pteralopex acrodonta",0,0.12123874531464
"816","Pteralopex anceps",0,0.0550474450294809
"817","Pteralopex atrata",0,0.0556208203266403
"818","Pteralopex pulchra",0,0.023145652894779
"819","Pteralopex taki",0,0.011930998501702
"820","Pteronotus davyi",1,0.199639812657983
"821","Pteronotus gymnonotus",0,0.184436032341311
"822","Pteronotus macleayii",0,0.0458787512765493
"823","Pteronotus parnellii",1,0.530143441267015
"824","Pteronotus personatus",0,0.54599213556772
"825","Pteronotus pristinus",0,0.41313926041773
"826","Pteronotus quadridens",0,0.0312355813712469
"827","Pteropus admiralitatum",0,0.0818680967338904
"828","Pteropus aldabrensis",0,0.155983921205039
"829","Pteropus alecto",1,0.323351615210555
"830","Pteropus anetianus",0,0.0756464444428816
"831","Pteropus aruensis",0,0.0166233454483671
"832","Pteropus banakrisi",0,0.0319417777734507
"833","Pteropus brunneus",0,0.511031230288574
"834","Pteropus caniceps",0,0.334983929176719
"835","Pteropus capistratus",0,0.0167781801060312
"836","Pteropus chrysoproctus",0,0.346805794227576
"837","Pteropus cognatus",0,0.0360519936975105
"838","Pteropus conspicillatus",0,0.340906786582355
"839","Pteropus dasymallus",0,0.694917237465661
"840","Pteropus faunulus",0,0.162402708825087
"841","Pteropus fundatus",0,0.0802280328612304
"842","Pteropus giganteus",1,0.950398705959158
"843","Pteropus gilliardorum",0,0.080050458936742
"844","Pteropus griseus",0,0.0834685885304756
"845","Pteropus howensis",0,0.0771014229614121
"846","Pteropus hypomelanus",0,0.744649987384215
"847","Pteropus insularis",0,0.0925765410246533
"848","Pteropus intermedius",0,0.372317902380476
"849","Pteropus keyensis",0,0.0185379188470807
"850","Pteropus leucopterus",0,0.613826737626096
"851","Pteropus livingstonii",0,0.191274229167447
"852","Pteropus lombocensis",0,0.299429801610237
"853","Pteropus loochoensis",0,0.422189291503698
"854","Pteropus lylei",0,0.601092806116545
"855","Pteropus macrotis",0,0.195687480158983
"856","Pteropus mahaganus",0,0.0634255568032838
"857","Pteropus mariannus",0,0.342676696746272
"858","Pteropus melanopogon",0,0.154624843283249
"859","Pteropus melanotus",0,0.171440950266971
"860","Pteropus molossinus",0,0.0931966111867881
"861","Pteropus neohibernicus",0,0.231587784229485
"862","Pteropus niger",0,0.253301962068598
"863","Pteropus nitendiensis",0,0.0831830389631159
"864","Pteropus ocularis",0,0.205342095845816
"865","Pteropus ornatus",0,0.106943764362929
"866","Pteropus pelewensis",0,0.0983280701554196
"867","Pteropus personatus",0,0.309177420302003
"868","Pteropus pilosus",0,0.482052956083722
"869","Pteropus pohlei",0,0.125693723978286
"870","Pteropus poliocephalus",0,0.510302503245588
"871","Pteropus pselaphon",0,0.394913407075521
"872","Pteropus pumilus",0,0.655718620699415
"873","Pteropus rayneri",0,0.0706452984622503
"874","Pteropus rennelli",0,0.0229880257295315
"875","Pteropus rodricensis",0,0.177598564378469
"876","Pteropus rufus",1,0.242748402995158
"877","Pteropus samoensis",0,0.144473766677459
"878","Pteropus scapulatus",0,0.727806616631675
"879","Pteropus seychellensis",0,0.235745885388287
"880","Pteropus speciosus",0,0.264107691193469
"881","Pteropus subniger",0,0.482889424870563
"882","Pteropus temminckii",0,0.0442176483718652
"883","Pteropus tokudae",0,0.511031230288574
"884","Pteropus tonganus",0,0.213939736068287
"885","Pteropus tuberculatus",0,0.052861607870467
"886","Pteropus ualanus",0,0.0348751980799079
"887","Pteropus vampyrus",0,0.862373295607851
"888","Pteropus vetulus",0,0.103829774383957
"889","Pteropus voeltzkowi",0,0.15491168025108
"890","Pteropus woodfordi",0,0.063452222959939
"891","Pteropus yapensis",0,0.117559414410449
"892","Pygoderma bilabiatum",0,0.163794827662576
"893","Rhinolophus acuminatus",0,0.313018840904258
"894","Rhinolophus adami",0,0.0333777678944651
"895","Rhinolophus affinis",1,0.93320969502816
"896","Rhinolophus alcyone",0,0.267793287210584
"897","Rhinolophus arcuatus",0,0.317992480552056
"898","Rhinolophus beddomei",0,0.347600691727557
"899","Rhinolophus blasii",1,0.860162503449458
"900","Rhinolophus bocharicus",0,0.363615815348867
"901","Rhinolophus borneensis",0,0.463165738468795
"902","Rhinolophus canuti",0,0.106286895868815
"903","Rhinolophus capensis",0,0.0658011250728243
"904","Rhinolophus celebensis",0,0.102565215467229
"905","Rhinolophus clivosus",1,0.870517119086253
"906","Rhinolophus coelophyllus",0,0.476846976476127
"907","Rhinolophus cognatus",0,0.0274564714365141
"908","Rhinolophus convexus",0,0.0936229611350483
"909","Rhinolophus cornutus",1,0.459834235203611
"910","Rhinolophus creaghi",1,0.0455086103970554
"911","Rhinolophus darlingi",0,0.353923977339978
"912","Rhinolophus deckenii",0,0.0887921016580587
"913","Rhinolophus denti",0,0.0592319838176593
"914","Rhinolophus eloquens",0,0.304181542042648
"915","Rhinolophus euryale",1,0.882982168572097
"916","Rhinolophus euryotis",0,0.096488847572763
"917","Rhinolophus ferrumequinum",1,0.952741567069943
"918","Rhinolophus formosae",0,0.35684655628855
"919","Rhinolophus fumigatus",0,0.874097405410341
"920","Rhinolophus guineensis",0,0.0347746792586646
"921","Rhinolophus hildebrandtii",0,0.588100785146242
"922","Rhinolophus hilli",0,0.0572343516514459
"923","Rhinolophus hillorum",0,0.0393224494270854
"924","Rhinolophus hipposideros",1,0.879279032011676
"925","Rhinolophus imaizumii",0,0.277908732394025
"926","Rhinolophus inops",0,0.178205687983486
"927","Rhinolophus keyensis",0,0.0871776370845022
"928","Rhinolophus landeri",0,0.777945058744334
"929","Rhinolophus lepidus",0,0.817354228669448
"930","Rhinolophus luctus",0,0.960945883484243
"931","Rhinolophus maclaudi",0,0.0428477776095052
"932","Rhinolophus macrotis",1,0.783766777135189
"933","Rhinolophus madurensis",0,0.068058905124373
"934","Rhinolophus maendeleo",0,0.0166058939777043
"935","Rhinolophus malayanus",0,0.486659402830816
"936","Rhinolophus marshalli",0,0.604055039448138
"937","Rhinolophus megaphyllus",0,0.120658696275348
"938","Rhinolophus mehelyi",0,0.875544159338615
"939","Rhinolophus mitratus",0,0.234472369057456
"940","Rhinolophus monoceros",1,0.0524863279323907
"941","Rhinolophus montanus",0,0.0301221263335285
"942","Rhinolophus nereis",0,0.0356294740083737
"943","Rhinolophus osgoodi",0,0.826421615140782
"944","Rhinolophus paradoxolophus",0,0.547793111828108
"945","Rhinolophus pearsonii",1,0.950959810310897
"946","Rhinolophus philippinensis",0,0.345161280696067
"947","Rhinolophus pusillus",1,0.419046749553947
"948","Rhinolophus rex",1,0.59021961534036
"949","Rhinolophus robinsoni",0,0.0686930904297279
"950","Rhinolophus rouxii",0,0.514576453864417
"951","Rhinolophus rufus",0,0.119804744679074
"952","Rhinolophus ruwenzorii",0,0.045062264216984
"953","Rhinolophus sakejiensis",0,0.0128643553286829
"954","Rhinolophus sedulus",0,0.249477502353623
"955","Rhinolophus shameli",0,0.625972077135524
"956","Rhinolophus shortridgei",0,0.115935629525876
"957","Rhinolophus siamensis",0,0.413024180854573
"958","Rhinolophus silvestris",0,0.0352693649810198
"959","Rhinolophus simulator",0,0.362438201146928
"960","Rhinolophus sinicus",1,0.803103122750899
"961","Rhinolophus stheno",0,0.497033322280963
"962","Rhinolophus subbadius",0,0.282264305424549
"963","Rhinolophus subrufus",0,0.231050754281722
"964","Rhinolophus swinnyi",0,0.198814656880797
"965","Rhinolophus thomasi",1,0.439307714391509
"966","Rhinolophus trifoliatus",0,0.754374427727089
"967","Rhinolophus virgo",0,0.14135416938899
"968","Rhinolophus yunanensis",0,0.860173897960355
"969","Rhinolophus ziama",0,0.413931151687318
"970","Rhinonicteris aurantia",1,0.0563907000379823
"971","Rhinophylla alethina",0,0.016189480683469
"972","Rhinophylla fischerae",0,0.0350288792069446
"973","Rhinophylla pumilio",0,0.0882907536304533
"974","Rhinopoma hardwickii",1,0.930024948563043
"975","Rhinopoma macinnesi",0,0.122867068557127
"976","Rhinopoma microphyllum",0,0.937290854499504
"977","Rhinopoma muscatellum",0,0.709414694299656
"978","Rhogeessa aeneus",0,0.0207022732117756
"979","Rhogeessa alleni",0,0.0215489431217635
"980","Rhogeessa genowaysi",0,0.00772378317325711
"981","Rhogeessa gracilis",0,0.0263998352948162
"982","Rhogeessa hussoni",0,0.0102659979220972
"983","Rhogeessa io",0,0.120391581643812
"984","Rhogeessa minutilla",0,0.0216718945313415
"985","Rhogeessa mira",0,0.0123425040674188
"986","Rhogeessa parvula",0,0.0580137663859964
"987","Rhogeessa tumida",0,0.0546736901923521
"988","Rhynchonycteris naso",0,0.174682432335563
"989","Rousettus aegyptiacus",1,0.971334415584598
"990","Rousettus amplexicaudatus",1,0.820804477879179
"991","Rousettus bidens",0,0.154233488043531
"992","Rousettus celebensis",0,0.300253569028012
"993","Rousettus lanosus",0,0.533821430131596
"994","Rousettus leschenaultii",1,0.977420372950524
"995","Rousettus linduensis",0,0.418317422372482
"996","Rousettus madagascariensis",0,0.427738735065587
"997","Rousettus obliviosus",0,0.122879260947499
"998","Rousettus spinalatus",0,0.341206303523215
"999","Saccolaimus flaviventris",0,0.507848283571601
"1000","Saccolaimus mixtus",0,0.05359087
"1001","Saccolaimus peli",0,0.6869319
"1002","Saccolaimus saccolaimus",0,0.9317696
"1003","Saccopteryx antioquensis",0,0.007150974
"1004","Saccopteryx bilineata",0,0.4910833
"1005","Saccopteryx canescens",0,0.0315392
"1006","Saccopteryx gymnura",0,0.006398987
"1007","Saccopteryx leptura",0,0.1341883
"1008","Sauromys petrophilus",0,0.040839
"1009","Scleronycteris ega",0,0.01333992
"1010","Scoteanax rueppellii",0,0.1562487
"1011","Scotoecus albigula",0,0.3470781
"1012","Scotoecus albofuscus",0,0.3736599
"1013","Scotoecus hindei",0,0.5119324
"1014","Scotoecus hirundo",0,0.2449527
"1015","Scotoecus pallidus",0,0.4418527
"1016","Scotomanes ornatus",0,0.9185487
"1017","Scotonycteris ophiodon",0,0.2794694
"1018","Scotonycteris zenkeri",0,0.2307095
"1019","Scotophilus borbonicus",0,0.06193169
"1020","Scotophilus celebensis",0,0.05273835
"1021","Scotophilus collinus",0,0.4119935
"1022","Scotophilus dinganii",1,0.7717131
"1023","Scotophilus heathii",0,0.9560075
"1024","Scotophilus kuhlii",0,0.4821236
"1025","Scotophilus leucogaster",1,0.8841319
"1026","Scotophilus nigrita",0,0.9491717
"1027","Scotophilus nucella",0,0.1919781
"1028","Scotophilus nux",0,0.2797215
"1029","Scotophilus robustus",0,0.2530153
"1030","Scotophilus viridis",0,0.6747441
"1031","Scotorepens balstoni",0,0.2273364
"1032","Scotorepens greyii",0,0.2273069
"1033","Scotorepens orion",0,0.06500593
"1034","Scotorepens sanborni",0,0.0663357
"1035","Scotozous dormeri",0,0.6708733
"1036","Sphaerias blanfordi",0,0.8244229
"1037","Sphaeronycteris toxophyllum",0,0.03281265
"1038","Stenoderma rufum",0,0.08555678
"1039","Sturnira aratathomasi",0,0.1061482
"1040","Sturnira bidens",0,0.04040019
"1041","Sturnira bogotensis",0,0.05406373
"1042","Sturnira erythromos",0,0.1444785
"1043","Sturnira lilium",0,0.7429792
"1044","Sturnira ludovici",0,0.4225534
"1045","Sturnira luisi",0,0.0301168
"1046","Sturnira magna",0,0.03860638
"1047","Sturnira mistratensis",0,0.01319101
"1048","Sturnira mordax",0,0.02529595
"1049","Sturnira nana",0,0.01503415
"1050","Sturnira oporaphilum",0,0.05828767
"1051","Sturnira thomasi",0,0.04254929
"1052","Sturnira tildae",0,0.4881347
"1053","Styloctenium wallacei",0,0.2877475
"1054","Syconycteris australis",0,0.0669233
"1055","Syconycteris carolinae",0,0.1469175
"1056","Syconycteris hobbit",0,0.03683501
"1057","Tadarida aegyptiaca",0,0.9599999
"1058","Tadarida australis",0,0.4184688
"1059","Tadarida brasiliensis",0,0.6523845
"1060","Tadarida fulminans",0,0.2895141
"1061","Tadarida insignis",0,0.6884453
"1062","Tadarida kuboriensis",0,0.02351786
"1063","Tadarida latouchei",0,0.6547703
"1064","Tadarida lobata",0,0.07589553
"1065","Tadarida teniotis",0,0.9484359
"1066","Tadarida ventralis",0,0.3696172
"1067","Taphozous achates",0,0.03548254
"1068","Taphozous australis",0,0.04160717
"1069","Taphozous georgianus",0,0.4512636
"1070","Taphozous hamiltoni",0,0.09513878
"1071","Taphozous hildegardeae",0,0.07731348
"1072","Taphozous hilli",0,0.4042716
"1073","Taphozous kapalgensis",0,0.1311014
"1074","Taphozous longimanus",0,0.8915526
"1075","Taphozous mauritianus",0,0.9195687
"1076","Taphozous melanopogon",0,0.9485868
"1077","Taphozous nudiventris",0,0.9463214
"1078","Taphozous perforatus",1,0.9368288
"1079","Taphozous theobaldi",0,0.8209927
"1080","Taphozous troughtoni",0,0.077746
"1081","Thoopterus nigrescens",0,0.2127302
"1082","Thyroptera discifera",0,0.02612347
"1083","Thyroptera lavali",0,0.01033404
"1084","Thyroptera tricolor",0,0.1454291
"1085","Tomopeas ravus",0,0.009495372
"1086","Tonatia bidens",0,0.2578855
"1087","Tonatia saurophila",0,0.09833611
"1088","Trachops cirrhosus",0,0.6355991
"1089","Triaenops auritus",0,0.02021649
"1090","Triaenops furculus",0,0.07640713
"1091","Triaenops persicus",1,0.9201654
"1092","Triaenops rufus",0,0.1676024
"1093","Trinycteris nicefori",0,0.0319711
"1094","Tylonycteris pachypus",1,0.5638591
"1095","Tylonycteris robustula",0,0.6012517
"1096","Uroderma bilobatum",0,0.5853315
"1097","Uroderma magnirostrum",0,0.2865846
"1098","Vampyressa bidens",0,0.06298907
"1099","Vampyressa brocki",0,0.02515446
"1100","Vampyressa melissa",0,0.01932852
"1101","Vampyressa nymphaea",0,0.02965686
"1102","Vampyressa pusilla",0,0.4395734
"1103","Vampyressa thyone",0,0.4397036
"1104","Vampyrodes caraccioli",0,0.3411564
"1105","Vampyrum spectrum",0,0.4346029
"1106","Vespadelus baverstocki",0,0.08513185
"1107","Vespadelus caurinus",0,0.1062466
"1108","Vespadelus darlingtoni",0,0.09069331
"1109","Vespadelus douglasorum",0,0.05213341
"1110","Vespadelus finlaysoni",0,0.2578782
"1111","Vespadelus pumilus",0,0.04422416
"1112","Vespadelus regulus",0,0.09530551
"1113","Vespadelus troughtoni",0,0.06461711
"1114","Vespadelus vulturnus",0,0.08551191
"1115","Vespertilio murinus",0,0.9600701
"1116","Vespertilio sinensis",1,0.8608532
